DATE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HOURLYDewPointTempF,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection
2/16/2016 15:56,OVC:08 13,10,53,51,49,86,17,150
2/16/2016 16:03,OVC:08 18,10,54,51,49,83,18,160
2/16/2016 16:33,BKN:07 15 OVC:08 20,2,54,52,51,90,17,160
2/16/2016 16:47,BKN:07 14 BKN:07 19 OVC:08 25,2.5,53,52,52,96,17,160
2/16/2016 16:56,OVC:08 11,2,54,53,52,93,18,170
2/16/2016 17:12,SCT:04 12 BKN:07 17 OVC:08 25,4,54,53,52,93,26,170
2/16/2016 17:56,BKN:07 17 OVC:08 49,3,54,53,52,93,23,170
2/16/2016 18:33,BKN:07 14 OVC:08 20,5,53,52,51,93,21,180
2/16/2016 18:56,BKN:07 12 OVC:08 19,10,52,51,50,93,17,180
2/16/2016 19:26,FEW:02 13 BKN:07 18 OVC:08 23,10,52,51,50,93,16,190
2/16/2016 19:54,BKN:07 14 OVC:08 21,10,52,50,48,88,14,200
2/16/2016 19:56,BKN:07 16 OVC:08 23,10,51,50,49,92,13,200
2/16/2016 20:03,BKN:07 14 OVC:08 23,10,51,50,50,96,15,200
2/16/2016 20:19,SCT:04 16 OVC:08 21,10,51,50,49,92,14,200
2/16/2016 20:56,FEW:02 21 BKN:07 28 OVC:08 37,10,50,49,48,93,13,190
2/16/2016 21:12,FEW:02 25 OVC:08 35,10,50,49,48,93,15,200
2/16/2016 21:56,FEW:02 30 BKN:07 38,10,49,48,46,90,11,210
2/16/2016 22:54,BKN:07 16 BKN:07 35,10,45,42,39,81,16,280
2/16/2016 22:56,BKN:07 16 BKN:07 35,10,45,42,39,80,15,280
2/16/2016 23:19,SCT:04 19 OVC:08 34,10,44,40,36,73,11,260
2/16/2016 23:56,OVC:08 36,10,41,37,32,70,14,280
2/16/2016 23:59,,,,,,,,
2/17/2016 0:56,CLR:00,10,38,34,29,70,9,280
2/17/2016 1:56,CLR:00,10,35,32,26,70,7,280
2/17/2016 2:56,CLR:00,10,33,30,25,72,7,270
2/17/2016 3:56,CLR:00,10,32,29,25,75,7,260
2/17/2016 4:56,CLR:00,10,32,29,25,75,7,240
2/17/2016 5:56,CLR:00,10,32,29,25,75,8,270
2/17/2016 6:56,BKN:07 110,10,33,30,25,72,7,270
2/17/2016 7:56,OVC:08 100,10,35,31,25,67,7,270
2/17/2016 8:56,FEW:02 100,10,37,33,26,65,13,280
2/17/2016 9:56,CLR:00,10,40,34,25,55,14,290
2/17/2016 10:56,CLR:00,10,41,35,25,53,13,310
2/17/2016 11:56,FEW:02 200,10,42,35,24,49,9,280
2/17/2016 12:56,FEW:02 200,10,44,36,23,43,10,300
2/17/2016 13:56,CLR:00,10,44,36,23,43,10,320
2/17/2016 14:56,CLR:00,10,44,36,22,41,10,310
2/17/2016 15:56,CLR:00,10,43,35,22,43,10,320
2/17/2016 16:56,FEW:02 48,10,39,33,22,50,9,340
2/17/2016 17:56,SCT:04 43,10,36,31,22,57,11,300
2/17/2016 18:56,OVC:08 40,10,35,30,21,57,14,290
2/17/2016 19:56,BKN:07 80,10,33,29,20,58,6,280
2/17/2016 20:56,CLR:00,10,31,27,20,64,5,270
2/17/2016 21:56,CLR:00,10,30,27,20,66,0,0
2/17/2016 22:56,FEW:02 100,10,27,25,21,78,0,0
2/17/2016 23:56,OVC:08 80,10,28,26,22,78,6,260
2/17/2016 23:59,,,,,,,,
2/18/2016 0:56,BKN:07 85,10,29,26,21,72,5,240
2/18/2016 1:56,CLR:00,10,28,26,21,75,6,250
2/18/2016 2:56,CLR:00,10,27,25,20,75,6,250
2/18/2016 3:56,CLR:00,10,28,25,20,72,0,0
2/18/2016 4:56,CLR:00,10,28,24,13,53,14,290
2/18/2016 5:56,CLR:00,10,26,22,11,53,10,290
2/18/2016 6:56,CLR:00,10,25,21,11,55,7,260
2/18/2016 7:56,CLR:00,10,28,23,12,51,13,310
2/18/2016 8:56,CLR:00,10,29,23,9,43,16,330
2/18/2016 9:56,CLR:00,10,30,24,9,41,18,330
2/18/2016 10:56,CLR:00,10,31,24,8,38,14,320
2/18/2016 11:56,CLR:00,10,31,24,5,33,15,310
2/18/2016 12:56,CLR:00,10,32,25,5,32,10,340
2/18/2016 13:56,CLR:00,10,32,25,5,32,15,330
2/18/2016 14:56,CLR:00,10,33,25,6,32,11,320
2/18/2016 15:56,CLR:00,10,31,24,5,33,11,340
2/18/2016 16:56,CLR:00,10,30,23,6,36,9,350
2/18/2016 17:56,CLR:00,10,29,23,5,36,10,340
2/18/2016 18:56,CLR:00,10,27,21,5,39,8,330
2/18/2016 19:56,CLR:00,10,25,20,3,39,9,330
2/18/2016 20:56,CLR:00,10,24,19,3,40,7,320
2/18/2016 21:56,CLR:00,10,23,18,2,40,9,330
2/18/2016 22:56,CLR:00,10,22,17,2,42,10,330
2/18/2016 23:56,CLR:00,10,20,16,2,45,7,320
2/18/2016 23:59,,,,,,,,
2/19/2016 0:56,CLR:00,10,19,15,1,45,7,320
2/19/2016 1:56,CLR:00,10,18,14,1,47,6,330
2/19/2016 2:56,CLR:00,10,18,14,1,47,0,0
2/19/2016 3:56,CLR:00,10,16,13,4,59,3,250
2/19/2016 4:56,CLR:00,10,14,12,5,67,0,0
2/19/2016 5:56,CLR:00,10,13,11,5,70,0,0
2/19/2016 6:56,CLR:00,10,12,11,6,77,0,0
2/19/2016 7:56,CLR:00,10,19,16,7,59,0,0
2/19/2016 8:56,CLR:00,10,24,19,3,40,0,0
2/19/2016 9:56,CLR:00,10,29,22,1,30,0,0
2/19/2016 10:56,CLR:00,10,32,24,-1,24,3,240
2/19/2016 11:56,CLR:00,10,35,25,-3,19,6,VRB
2/19/2016 12:56,SCT:04 250,10,37,26,-5,16,5,VRB
2/19/2016 13:56,CLR:00,10,39,28,-3,16,6,170
2/19/2016 14:56,CLR:00,10,40,29,0,18,7,190
2/19/2016 15:56,CLR:00,10,39,29,3,22,8,180
2/19/2016 16:56,CLR:00,10,38,29,8,29,7,170
2/19/2016 17:56,FEW:02 75 BKN:07 120,10,36,28,10,34,8,170
2/19/2016 18:56,BKN:07 110,10,35,29,17,48,8,170
2/19/2016 19:56,OVC:08 100,10,33,28,17,52,8,160
2/19/2016 20:56,BKN:07 80 OVC:08 100,10,32,27,17,54,14,200
2/19/2016 21:56,FEW:02 22 BKN:07 50 OVC:08 80,10,32,28,20,61,14,210
2/19/2016 22:17,BKN:07 22 BKN:07 41 OVC:08 70,10,32,28,21,64,7,190
2/19/2016 22:56,FEW:02 21 OVC:08 27,3,31,29,24,76,10,200
2/19/2016 23:06,OVC:08 23,2,31,29,25,79,9,170
2/19/2016 23:16,BKN:07 23 OVC:08 95,6,31,29,26,82,8,170
2/19/2016 23:26,SCT:04 21 BKN:07 75 OVC:08 95,10,31,29,26,82,8,160
2/19/2016 23:46,SCT:04 14 BKN:07 22 OVC:08 95,10,31,30,27,85,8,210
2/19/2016 23:54,BKN:07 14 BKN:07 21 OVC:08 80,10,30,29,27,86,6,200
2/19/2016 23:56,BKN:07 14 OVC:08 21,10,31,30,27,85,5,190
2/19/2016 23:59,,,,,,,,
2/20/2016 0:10,SCT:04 12 OVC:08 25,10,32,30,27,82,8,150
2/20/2016 0:56,OVC:08 18,10,33,31,28,82,8,150
2/20/2016 1:56,OVC:08 16,10,33,31,29,85,10,140
2/20/2016 2:56,BKN:07 15 OVC:08 70,9,34,32,30,85,11,150
2/20/2016 3:08,SCT:04 14 OVC:08 65,10,35,33,30,82,11,150
2/20/2016 3:56,SCT:04 60 BKN:07 80 OVC:08 100,10,36,34,32,86,8,150
2/20/2016 4:56,FEW:02 26 BKN:07 33,10,37,36,34,89,10,160
2/20/2016 5:56,SCT:04 55 BKN:07 70 OVC:08 120,10,40,38,36,86,13,170
2/20/2016 6:56,BKN:07 80 OVC:08 100,10,42,40,37,82,13,190
2/20/2016 7:56,OVC:08 70,10,43,40,36,76,15,200
2/20/2016 8:56,OVC:08 60,10,44,39,33,65,13,200
2/20/2016 9:56,OVC:08 55,10,45,40,33,63,17,210
2/20/2016 10:56,CLR:00,10,50,42,32,50,14,220
2/20/2016 11:56,CLR:00,10,54,44,32,43,14,230
2/20/2016 12:56,CLR:00,10,59,46,31,35,,
2/20/2016 13:56,CLR:00,10,60,46,27,28,14,240
2/20/2016 14:56,FEW:02 200,10,60,45,26,27,17,240
2/20/2016 15:56,CLR:00,10,59,44,25,27,20,220
2/20/2016 16:56,CLR:00,10,56,43,26,32,10,210
2/20/2016 17:56,SCT:04 200,10,54,42,26,34,7,220
2/20/2016 18:56,SCT:04 200,10,52,42,28,40,9,220
2/20/2016 19:56,BKN:07 95,10,51,42,29,43,9,190
2/20/2016 20:56,OVC:08 110,10,53,43,30,41,11,200
2/20/2016 21:56,OVC:08 110,10,52,43,31,45,13,190
2/20/2016 22:56,OVC:08 100,10,51,42,31,46,8,210
2/20/2016 23:56,OVC:08 100,10,48,41,31,52,6,210
2/20/2016 23:59,,,,,,,,
2/21/2016 0:56,OVC:08 100,10,50,42,31,48,7,220
2/21/2016 1:56,CLR:00,10,47,40,31,54,5,250
2/21/2016 2:56,BKN:07 70,10,45,39,31,58,5,240
2/21/2016 3:56,OVC:08 60,10,41,37,31,67,0,0
2/21/2016 4:56,BKN:07 60,10,49,41,29,46,16,280
2/21/2016 5:56,CLR:00,10,46,39,29,51,11,280
2/21/2016 6:56,SCT:04 50,10,45,39,30,56,8,260
2/21/2016 7:56,CLR:00,10,47,40,30,52,10,260
2/21/2016 8:56,CLR:00,10,49,41,30,48,15,300
2/21/2016 9:56,CLR:00,10,49,41,29,46,13,VRB
2/21/2016 10:56,CLR:00,10,51,42,29,43,15,300
2/21/2016 11:56,FEW:02 45,10,51,42,29,43,14,270
2/21/2016 12:56,SCT:04 49 BKN:07 250,10,52,42,28,40,11,290
2/21/2016 13:56,SCT:04 50,10,52,41,27,38,10,280
2/21/2016 14:56,BKN:07 60,10,53,42,27,37,15,290
2/21/2016 15:56,SCT:04 55,10,51,41,26,38,13,270
2/21/2016 16:56,CLR:00,10,49,40,27,43,11,290
2/21/2016 17:56,SCT:04 55 SCT:04 150,10,45,38,27,49,14,290
2/21/2016 18:56,CLR:00,10,43,37,28,56,8,290
2/21/2016 19:56,CLR:00,10,41,36,28,60,6,290
2/21/2016 20:56,CLR:00,10,35,32,27,72,3,310
2/21/2016 21:56,FEW:02 41 BKN:07 48 BKN:07 120,10,38,34,28,68,3,200
2/21/2016 22:56,BKN:07 49 OVC:08 90,10,36,33,28,73,3,340
2/21/2016 23:56,OVC:08 44,10,39,34,25,57,6,20
2/21/2016 23:59,,,,,,,,
2/22/2016 0:56,OVC:08 49,10,39,33,23,53,10,20
2/22/2016 1:56,OVC:08 49,10,38,32,23,55,9,10
2/22/2016 2:56,BKN:07 50,10,36,31,22,57,6,360
2/22/2016 3:56,CLR:00,10,33,29,22,64,0,0
2/22/2016 4:56,CLR:00,10,29,27,22,75,3,310
2/22/2016 5:56,CLR:00,10,27,25,21,78,0,0
2/22/2016 6:56,CLR:00,9,27,25,22,81,0,0
2/22/2016 7:56,FEW:02 250,10,34,30,22,61,3,330
2/22/2016 8:56,CLR:00,10,37,31,21,52,7,350
2/22/2016 9:56,CLR:00,10,40,33,20,45,10,350
2/22/2016 10:56,SCT:04 50,10,40,33,20,45,,
2/22/2016 11:56,FEW:02 42,10,42,34,20,41,9,330
2/22/2016 12:56,CLR:00,10,44,35,19,37,10,300
2/22/2016 13:56,CLR:00,10,45,35,16,31,13,280
2/22/2016 14:56,SCT:04 60,10,45,34,15,30,5,VRB
2/22/2016 15:56,CLR:00,10,45,34,13,27,13,330
2/22/2016 16:56,FEW:02 40 SCT:04 250,10,41,31,8,25,9,10
2/22/2016 17:56,SCT:04 250,10,36,27,5,27,7,360
2/22/2016 18:56,CLR:00,10,34,25,3,27,5,30
2/22/2016 19:56,CLR:00,10,31,24,7,36,7,50
2/22/2016 20:56,CLR:00,10,30,23,5,34,7,10
2/22/2016 21:56,CLR:00,10,28,22,7,41,0,0
2/22/2016 22:56,CLR:00,10,24,20,11,57,0,0
2/22/2016 23:56,CLR:00,10,24,20,10,55,0,0
2/22/2016 23:59,,,,,,,,
2/23/2016 0:56,CLR:00,10,23,19,9,55,0,0
2/23/2016 1:56,CLR:00,10,21,18,11,65,0,0
2/23/2016 2:56,CLR:00,10,20,18,11,68,0,0
2/23/2016 3:56,FEW:02 44,10,21,18,9,59,0,0
2/23/2016 4:56,CLR:00,10,22,18,8,55,0,0
2/23/2016 5:56,CLR:00,10,22,19,9,57,0,0
2/23/2016 6:56,CLR:00,10,22,19,10,60,3,330
2/23/2016 7:56,CLR:00,10,25,22,13,60,3,360
2/23/2016 8:56,SCT:04 42,10,28,24,14,56,6,360
2/23/2016 9:56,FEW:02 41 SCT:04 160,10,31,26,15,52,6,10
2/23/2016 10:56,SCT:04 38,10,33,28,16,49,7,10
2/23/2016 11:56,FEW:02 36,10,36,30,18,48,6,340
2/23/2016 12:56,OVC:08 36,10,38,32,21,51,14,100
2/23/2016 13:56,OVC:08 33,10,38,32,21,51,14,90
2/23/2016 14:56,OVC:08 35,10,38,33,23,55,11,100
2/23/2016 15:56,OVC:08 30,10,37,32,24,59,11,110
2/23/2016 16:18,OVC:08 29,10,37,32,24,59,13,100
2/23/2016 16:56,OVC:08 29,10,37,32,24,59,14,90
2/23/2016 17:56,OVC:08 28,10,36,32,25,64,13,90
2/23/2016 18:56,BKN:07 28 OVC:08 80,10,36,32,25,64,14,90
2/23/2016 19:11,FEW:02 25 SCT:04 30 OVC:08 75,10,35,31,25,67,13,100
2/23/2016 19:41,BKN:07 28 BKN:07 55 OVC:08 75,10,35,31,25,67,16,90
2/23/2016 19:56,BKN:07 28 OVC:08 55,10,35,31,25,67,13,100
2/23/2016 20:41,SCT:04 23 OVC:08 32,4,33,31,27,78,11,90
2/23/2016 20:56,OVC:08 40,6,33,31,27,78,10,70
2/23/2016 21:37,BKN:07 20 BKN:07 60 OVC:08 100,10,34,31,27,75,8,80
2/23/2016 21:56,OVC:08 16,10,34,31,27,75,9,60
2/23/2016 22:06,OVC:08 14,10,34,32,28,79,11,70
2/23/2016 22:56,OVC:08 13,10,33,31,28,82,11,50
2/23/2016 23:56,OVC:08 14,9,34,32,28,79,9,40
2/23/2016 23:59,,,,,,,,
2/24/2016 0:08,OVC:08 15,10,34,32,28,79,9,40
2/24/2016 0:30,OVC:08 14,10,34,32,29,82,8,50
2/24/2016 0:56,OVC:08 14,10,34,32,29,82,7,50
2/24/2016 1:56,OVC:08 12,8,33,32,30,89,6,30
2/24/2016 2:56,OVC:08 10,4,34,33,31,89,7,30
2/24/2016 3:05,OVC:08 8,4,34,33,32,92,7,10
2/24/2016 3:56,OVC:08 5,3,35,34,33,93,6,20
2/24/2016 4:06,OVC:08 4,3,35,34,33,93,8,40
2/24/2016 4:56,OVC:08 4,4,36,35,34,93,7,30
2/24/2016 5:12,OVC:08 5,4,36,35,34,93,6,20
2/24/2016 5:24,OVC:08 4,5,37,36,34,89,5,10
2/24/2016 5:54,OVC:08 5,4,37,37,36,93,7,30
2/24/2016 5:56,OVC:08 5,3,37,36,35,93,7,40
2/24/2016 6:56,OVC:08 4,2,35,34,33,93,8,330
2/24/2016 7:04,OVC:08 3,1.5,35,34,33,93,8,350
2/24/2016 7:19,OVC:08 4,2,34,33,32,92,8,340
2/24/2016 7:40,OVC:08 4,1.5,35,34,32,89,8,20
2/24/2016 7:54,OVC:08 5,2,36,35,34,93,9,30
2/24/2016 7:56,OVC:08 5,2,35,34,33,93,8,30
2/24/2016 8:01,OVC:08 4,1.75,35,34,33,93,8,20
2/24/2016 8:39,OVC:08 4,2,35,34,32,89,8,360
2/24/2016 8:54,OVC:08 4,1.5,36,35,34,93,6,10
2/24/2016 8:56,OVC:08 4,1.5,35,34,33,93,5,360
2/24/2016 9:56,OVC:08 4,1.75,37,36,35,93,14,40
2/24/2016 10:04,OVC:08 4,2,37,36,35,93,11,40
2/24/2016 10:24,OVC:08 5,1.75,38,37,35,89,6,30
2/24/2016 10:49,OVC:08 4,1,38,37,36,93,8,30
2/24/2016 10:56,OVC:08 4,1,38,37,36,93,9,40
2/24/2016 11:56,OVC:08 4,1.75,39,38,37,93,8,40
2/24/2016 12:07,OVC:08 4,2,39,38,37,93,10,40
2/24/2016 12:56,OVC:08 3,2,39,38,37,93,9,40
2/24/2016 13:10,OVC:08 3,1.5,39,38,37,93,8,40
2/24/2016 13:56,OVC:08 4,1.75,40,39,38,93,8,40
2/24/2016 14:11,BKN:07 4 OVC:08 9,3,40,39,37,89,8,20
2/24/2016 14:29,OVC:08 5,6,39,38,37,93,8,40
2/24/2016 14:38,OVC:08 5,1.75,39,38,37,93,7,30
2/24/2016 14:54,OVC:08 5,2,39,38,37,93,7,40
2/24/2016 14:56,OVC:08 5,2,39,38,37,93,8,40
2/24/2016 15:14,BKN:07 5 OVC:08 10,3,39,38,37,93,8,40
2/24/2016 15:21,BKN:07 5 OVC:08 10,2.5,39,38,37,93,7,30
2/24/2016 15:33,OVC:08 7,4,39,38,37,93,6,10
2/24/2016 15:56,OVC:08 6,6,39,38,37,93,6,40
2/24/2016 16:14,OVC:08 5,2.5,39,38,37,93,8,30
2/24/2016 16:38,OVC:08 4,1.75,39,39,38,96,6,30
2/24/2016 16:56,OVC:08 4,1.5,39,39,38,96,6,10
2/24/2016 17:25,OVC:08 4,3,39,38,37,93,7,50
2/24/2016 17:56,OVC:08 4,4,39,38,37,93,9,70
2/24/2016 18:21,OVC:08 3,2.5,39,38,37,93,8,80
2/24/2016 18:29,OVC:08 3,4,39,38,37,93,5,60
2/24/2016 18:54,OVC:08 3,2.5,39,38,37,93,3,20
2/24/2016 18:56,OVC:08 3,2,40,39,38,93,3,360
2/24/2016 19:09,OVC:08 3,3,40,39,38,93,3,360
2/24/2016 19:43,OVC:08 5,7,40,39,38,93,5,40
2/24/2016 19:56,OVC:08 5,3,40,39,38,93,8,80
2/24/2016 19:59,OVC:08 4,2.5,40,39,38,93,5,100
2/24/2016 20:11,OVC:08 4,5,40,39,38,93,0,0
2/24/2016 20:56,OVC:08 3,4,40,39,38,93,5,40
2/24/2016 21:56,OVC:08 3,5,41,40,39,93,0,0
2/24/2016 22:38,FEW:02 3 OVC:08 13,4,42,41,40,92,0,0
2/24/2016 22:56,OVC:08 13,7,60,58,57,90,20,180
2/24/2016 23:56,OVC:08 14,10,62,60,59,90,25,170
2/24/2016 23:59,,,,,,,,
2/25/2016 0:38,OVC:08 16,10,64s,60,58,81,26,170
2/25/2016 0:56,OVC:08 16,10,63,60,58,84,29,180
2/25/2016 1:56,OVC:08 17,10,64,60,58,81,28,180
2/25/2016 2:54,BKN:07 16 OVC:08 22,3,63,62,61,94,34,190
2/25/2016 2:56,SCT:04 16 OVC:08 22,2,63,62,61,93,39,200
2/25/2016 3:04,SCT:04 16 OVC:08 24,1.75,62,61,60,93,32,200
2/25/2016 3:13,SCT:04 18 BKN:07 26 OVC:08 41,2.5,62,61,60,93,24,190
2/25/2016 3:15,BKN:07 18 BKN:07 28 OVC:08 45,4,62,61,60,93,24,190
2/25/2016 3:35,FEW:02 14 BKN:07 50 OVC:08 70,5,62,61,61,96,16,180
2/25/2016 3:56,SCT:04 55 BKN:07 80 OVC:08 100,10,62,60,59,90,18,200
2/25/2016 4:09,FEW:02 48 BKN:07 85 OVC:08 100,7,61,60,60,97,17,170
2/25/2016 4:27,SCT:04 16 BKN:07 26 OVC:08 90,10,61,60,59,93,14,170
2/25/2016 4:56,SCT:04 16 BKN:07 23 OVC:08 35,10,61,60,59,93,15,180
2/25/2016 5:54,OVC:08 13,10,61,59,57,88,13,170
2/25/2016 5:56,OVC:08 13,10,60,59,58,93,14,180
2/25/2016 6:56,BKN:07 13,10,59,57,56,90,15,170
2/25/2016 7:56,BKN:07 13,10,59,56,54,83,15,190
2/25/2016 8:03,FEW:02 20,10,59,56,54,83,14,190
2/25/2016 8:51,BKN:07 13,10,59,56,54,82,14,170
2/25/2016 8:56,BKN:07 13,10,59,56,53,81,14,170
2/25/2016 9:03,BKN:07 15,10,59,56,53,81,16,180
2/25/2016 9:33,CLR:00,10,60,56,53,78,13,180
2/25/2016 9:56,SCT:04 26 SCT:04 32,10,61,55,51,70,11,180
2/25/2016 10:54,BKN:07 28,10,61,54,48,63,13,180
2/25/2016 10:56,BKN:07 28,10,60,54,49,67,17,180
2/25/2016 11:03,FEW:02 23 SCT:04 32 BKN:07 44,10,60,54,49,67,15,190
2/25/2016 11:56,SCT:04 28 BKN:07 37 BKN:07 45,10,61,51,41,48,26,200
2/25/2016 12:56,BKN:07 50,10,60,49,38,44,22,210
2/25/2016 13:56,OVC:08 50,10,59,49,38,46,23,220
2/25/2016 14:56,OVC:08 40,10,56,48,39,53,17,230
2/25/2016 15:56,OVC:08 32,10,53,47,40,61,15,220
2/25/2016 16:16,OVC:08 28,10,51,47,42,71,18,210
2/25/2016 16:54,SCT:04 27 BKN:07 32 OVC:08 50,10,50,45,39,67,17,240
2/25/2016 16:56,SCT:04 27 BKN:07 43 OVC:08 50,10,50,45,39,66,18,240
2/25/2016 17:56,OVC:08 65,10,49,43,37,64,14,240
2/25/2016 18:35,BKN:07 28 OVC:08 35,10,47,42,37,69,17,250
2/25/2016 18:42,SCT:04 30 OVC:08 35,10,47,42,37,69,15,250
2/25/2016 18:54,BKN:07 28 OVC:08 36,10,46,42,37,71,16,230
2/25/2016 18:56,SCT:04 28 OVC:08 36,10,46,42,38,73,11,240
2/25/2016 19:17,FEW:02 14 BKN:07 25 OVC:08 37,10,44,42,39,83,15,240
2/25/2016 19:45,SCT:04 22 BKN:07 42 OVC:08 75,10,43,41,38,82,9,230
2/25/2016 19:56,SCT:04 27 BKN:07 50 OVC:08 70,10,43,41,38,82,13,230
2/25/2016 20:10,BKN:07 27 BKN:07 35 OVC:08 70,10,43,40,37,80,14,220
2/25/2016 20:34,FEW:02 23 BKN:07 44 OVC:08 70,10,43,40,37,80,14,230
2/25/2016 20:56,FEW:02 16 BKN:07 28 OVC:08 44,3,41,38,35,79,15,270
2/25/2016 21:21,BKN:07 15 OVC:08 24,2.5,40,39,37,89,13,260
2/25/2016 21:56,BKN:07 15 OVC:08 24,2.5,40,39,38,93,8,260
2/25/2016 22:03,FEW:02 21 BKN:07 29 OVC:08 60,10,40,39,38,93,9,250
2/25/2016 22:12,FEW:02 26 BKN:07 36 OVC:08 60,10,40,39,38,93,7,230
2/25/2016 22:45,BKN:07 23 OVC:08 30,10,39,38,36,89,13,260
2/25/2016 22:56,BKN:07 23 OVC:08 29,9,38,37,36,93,14,260
2/25/2016 23:14,FEW:02 22 SCT:04 29 OVC:08 55,10,38,37,36,93,9,260
2/25/2016 23:56,FEW:02 24 FEW:02 55 OVC:08 75,10,38,37,36,93,11,260
2/25/2016 23:59,,,,,,,,
2/26/2016 0:56,OVC:08 80,10,38,34,28,68,15,260
2/26/2016 1:56,FEW:02 49 SCT:04 85,10,37,32,24,59,14,270
2/26/2016 2:56,OVC:08 42,10,36,31,22,57,15,260
2/26/2016 3:56,BKN:07 43,10,34,29,21,59,14,280
2/26/2016 4:56,OVC:08 45,10,34,29,20,56,11,260
2/26/2016 5:56,BKN:07 44,10,33,28,18,54,17,260
2/26/2016 6:56,FEW:02 44,10,32,27,18,56,11,270
2/26/2016 7:56,FEW:02 40,10,33,27,16,49,14,280
2/26/2016 8:56,FEW:02 43,10,33,27,16,49,16,280
2/26/2016 9:56,SCT:04 42,10,35,28,14,42,15,280
2/26/2016 10:56,FEW:02 42,10,37,28,9,31,22,290
2/26/2016 11:56,CLR:00,10,38,28,6,26,25,300
2/26/2016 12:56,FEW:02 40,10,38,28,3,23,26,290
2/26/2016 13:56,FEW:02 40,10,38,28,3,23,24,300
2/26/2016 14:56,FEW:02 40,10,35,26,2,24,23,300
2/26/2016 15:56,FEW:02 40,10,35,26,1,23,17,290
2/26/2016 16:56,CLR:00,10,32,23,-4,21,20,300
2/26/2016 17:56,CLR:00,10,30,22,-4,22,13,320
2/26/2016 18:56,CLR:00,10,28,20,-5,23,16,310
2/26/2016 19:56,CLR:00,10,27,20,-3,27,9,300
2/26/2016 20:56,CLR:00,10,26,19,-2,29,7,280
2/26/2016 21:56,CLR:00,10,25,19,-3,29,9,300
2/26/2016 22:56,CLR:00,10,22,17,0,38,9,310
2/26/2016 23:56,CLR:00,10,22,17,0,38,6,300
2/26/2016 23:59,,,,,,,,
2/27/2016 0:56,CLR:00,10,22,17,0,38,13,300
2/27/2016 1:56,CLR:00,10,21,16,0,39,7,300
2/27/2016 2:56,CLR:00,10,20,15,0,41,9,310
2/27/2016 3:56,CLR:00,10,19,15,2,47,9,300
2/27/2016 4:56,CLR:00,10,19,15,2,47,6,300
2/27/2016 5:56,CLR:00,10,17,14,4,56,3,260
2/27/2016 6:56,CLR:00,10,18,15,5,57,5,270
2/27/2016 7:56,CLR:00,10,22,18,5,48,6,280
2/27/2016 8:56,CLR:00,10,25,20,4,40,6,260
2/27/2016 9:56,CLR:00,10,27,21,2,34,6,VRB
2/27/2016 10:56,SCT:04 200,10,30,22,0,27,6,300
2/27/2016 11:56,CLR:00,10,32,24,-1,24,5,280
2/27/2016 12:56,CLR:00,10,36,26,0,21,,
2/27/2016 13:56,CLR:00,10,37,27,2,22,9,190
2/27/2016 14:56,FEW:02 200,10,38,28,4,24,10,240
2/27/2016 15:56,FEW:02 200,10,39,29,6,25,11,220
2/27/2016 16:56,CLR:00,10,37,28,8,30,9,220
2/27/2016 17:56,CLR:00,10,34,26,9,35,11,210
2/27/2016 18:56,CLR:00,10,33,26,10,38,10,200
2/27/2016 19:56,CLR:00,10,33,26,10,38,13,220
2/27/2016 20:56,SCT:04 240,10,33,27,13,43,11,210
2/27/2016 21:56,BKN:07 120,10,34,28,14,44,8,220
2/27/2016 22:56,FEW:02 120,10,35,29,16,46,13,230
2/27/2016 23:56,CLR:00,10,34,28,17,50,10,230
2/27/2016 23:59,,,,,,,,
2/28/2016 0:56,CLR:00,10,35,29,17,48,8,220
2/28/2016 1:56,CLR:00,10,37,30,17,44,10,240
2/28/2016 2:56,SCT:04 110,10,38,31,18,44,8,250
2/28/2016 3:56,FEW:02 110,10,37,30,18,46,10,230
2/28/2016 4:56,CLR:00,10,37,31,19,48,11,220
2/28/2016 5:56,CLR:00,10,37,31,19,48,6,220
2/28/2016 6:56,BKN:07 150,10,36,30,20,52,6,210
2/28/2016 7:56,FEW:02 120,10,38,32,21,51,7,200
2/28/2016 8:56,CLR:00,10,40,33,21,47,8,210
2/28/2016 9:56,OVC:08 150,10,43,35,22,43,9,210
2/28/2016 10:56,CLR:00,10,49,39,23,36,9,240
2/28/2016 11:56,CLR:00,10,52,41,24,34,10,200
2/28/2016 12:56,CLR:00,10,55,42,25,31,13,210
2/28/2016 13:56,CLR:00,10,57,43,25,29,14,220
2/28/2016 14:56,CLR:00,10,59,44,24,26,13,220
2/28/2016 15:56,CLR:00,10,58,44,25,28,15,220
2/28/2016 16:56,CLR:00,10,55,42,25,31,14,200
2/28/2016 17:56,BKN:07 200,10,52,41,24,34,14,200
2/28/2016 18:56,CLR:00,10,49,39,25,39,11,220
2/28/2016 19:56,CLR:00,10,48,39,27,44,14,200
2/28/2016 20:56,CLR:00,10,47,39,29,50,17,210
2/28/2016 21:56,CLR:00,10,46,39,29,51,11,210
2/28/2016 22:56,CLR:00,10,47,39,28,48,11,220
2/28/2016 23:56,CLR:00,10,47,39,28,48,10,220
2/28/2016 23:59,,,,,,,,
2/29/2016 0:56,CLR:00,10,46,39,28,50,11,210
